step,selected,epsilon,training_reward,training_loss,steps_per_second,validation_reward,validation_energy_kwh,validation_comfort_percent,validation_co2_percent,validation_constraint_pass
5000,True,0.7840909090909092,-756.3050538275727,0.13890499178506435,304.89269850356965,-254.62277432487238,411.8772560620137,32.407407407407405,0.08680555555555557,False
10000,False,0.5681818181818182,-517.0129819849262,0.20156488701701164,281.0218424059193,-289.7270931770137,416.43933686376573,28.148148148148152,13.020833333333336,False
15000,True,0.3522727272727274,-396.7617413350723,0.16107232056558132,273.95939264375545,-236.8054467718813,392.47614511831216,16.48148148148148,8.333333333333334,False
20000,True,0.13636363636363646,-318.26035748002073,0.12311448058113456,251.04756752356724,-236.97981992440225,397.80408234205146,10.370370370370372,8.506944444444443,False
25000,True,0.050000000000000044,-261.387951363045,0.11073567514307797,219.95777936843035,-213.50843830059924,384.9966280968531,18.888888888888886,4.166666666666666,False
30000,False,0.050000000000000044,-264.4807326140417,0.12554543826542794,237.48752786770544,-222.5819397206299,404.8506553733991,35.55555555555555,4.947916666666667,False
